,csf,3rd_ventricle,inf_lat_vent,4th_ventricle,frontal,temporal,parietal,occipital,insula,thalamus,caudate,putamen,pallidum,hippocampus,amygdala,accumbens_area,ventraldc,cingulate,cerebellum,subject,brain_stem,parietal,lateral_ventricle,total_cerebral_white_matter
936,1211.8189380885372,931.2449524229772,2050.110895260455,1523.9489221419108,168613.30338559736,114029.3151742768,119722.77188339981,51245.22638189689,11404.749417334802,17815.41908981563,8240.231579009062,11027.10643662847,4488.154770701531,7565.893613460785,3416.2798254632976,1166.542940401674,8535.211563938625,20212.30296735956,134703.63911803183,OAS1_0232_MR1_mpr-4,21341.8019096538,119722.77188339981,21213.17691622521,446660.4081802549
948,809.1369586614377,706.2369639185672,1854.600905249001,1434.7689266980897,137079.25699666224,95066.90414306064,97799.92800343127,38868.75801420692,9161.186531957752,12780.522347046981,6628.817661335712,9115.91053427089,3306.1768310884263,5981.919694385533,2572.156868589284,856.8139562256342,6700.504657673245,16235.561170530094,110947.11733174534,OAS1_0006_MR1_mpr-4,15225.083222155106,97799.92800343127,7824.515600247866,337343.5697652191
952,1555.1619205472482,2312.8488818372507,3380.9508272682456,2375.960878612878,145087.96358749983,96157.64408733505,92926.92725239141,37284.44109514919,12471.82236281837,12794.24234634603,7161.153634138828,9092.929535444982,4303.27778014684,5749.708706249123,2811.2278563752197,871.5629554721124,7890.371596883303,19265.280015742675,116783.26203357849,OAS1_0210_MR1_mpr-4,22476.102851702708,92926.92725239141,72629.90328936023,429728.9000452806
967,978.9219499871738,702.4639641113287,1015.6229481121309,1274.9309348641643,132044.01725391112,84210.26869772287,93290.16423383373,40774.80891682736,8890.90254576648,12747.251348746786,5980.890694438104,8166.829582759148,3333.959829669001,6784.882653362399,2675.3998633146302,928.5009525631674,6393.176673374539,16770.984143175494,107950.32648485049,OAS1_0387_MR1_mpr-4,15302.258218212259,93290.16423383373,9602.627509404667,322608.63351802254
972,1247.833936248542,1229.6549371773015,2534.0838705344217,1692.361913537742,162196.45971343195,110760.52534127826,115600.25509401795,52234.09533137588,12253.331373981007,17624.711099558845,8289.62357648564,12100.010381814132,4570.474766495828,7721.272605522519,3260.9008334015634,1221.765937580348,8607.58456024111,21493.06490192582,127672.825477234,OAS1_0095_MR1_mpr-4,19481.3700047027,115600.25509401795,16214.638171599043,472502.0268600144
976,923.6989528085,776.2089603437191,1414.1889277495156,1817.2139071590914,149410.10636668288,104767.97264743598,106352.28956649371,47158.38159069256,11708.990401791223,14424.86426303805,7174.187633472925,9481.891515573032,3956.161797880891,6730.688656131153,2702.8398619127292,1026.2559475688943,7682.513607502705,17931.01008391012,121866.17877389381,OAS1_0345_MR1_mpr-4,18741.86204248394,106352.28956649371,11611.921406750449,414694.8678133647
978,944.6219517395504,1331.182931990267,2264.4858843081015,1864.5479047408119,145740.34955416963,91933.59930314025,99979.34989208527,54104.81723580127,10735.55645152367,13441.483313278686,7591.275612164027,10071.165485467203,3810.3868053284914,6716.282656867152,2523.1078710951824,870.8769555071599,6941.633645354038,18724.026043395177,121631.56678588006,OAS1_0343_MR1_mpr-4,18656.455046847357,99979.34989208527,15749.873195343745,405513.78728242335
980,1700.2509131346953,2028.501896364452,5212.570733691338,1909.8239024276747,134942.02410585282,85837.11761460765,85907.08961103279,46578.368620325244,11303.221422521838,11357.072419770608,6488.530668502932,8270.758577449447,3614.1908153520853,3572.0018175075083,1889.9299034440533,846.180956768871,6416.500672182923,18670.86104611136,116603.87304274342,OAS1_0158_MR1_mpr-4,19071.142025661127,85907.08961103279,44166.049743569885,375984.5757910618
981,962.8009508107908,850.639956541062,1746.2129107865107,1722.5459119956506,160438.92780322378,114596.63714529248,122685.94873201201,47041.76159665064,11399.261417615184,15742.327195729267,8380.175571859367,12012.202386300214,4746.09075752366,6816.781651732688,2909.3258513634228,1235.1429368969211,8282.077576871163,20404.039957563775,145698.50355630755,OAS1_0077_MR1_mpr-4,22098.116871013895,122685.94873201201,18841.332037402048,452015.66690665635
984,1219.021937720538,1462.894925261141,1991.1148982745424,2187.3108882509487,163571.2036431967,115599.569094053,117264.49100899264,43038.95180115298,12208.741376259099,14597.736254206073,7361.465623904949,12531.161359786758,4217.870784510258,6367.108674706345,2936.422849979045,1035.1739471132764,7588.531612304217,19844.606986145034,124382.76964532194,OAS1_0004_MR1_mpr-4,18293.218065405024,117264.49100899264,30218.98445612123,450410.0839886851
987,1006.7049485677488,860.5869560328729,2148.551890231134,1554.8189205647718,150586.2533065939,104408.85166578335,104215.39967566678,48295.769532583756,10566.11446018041,15434.31321146561,7492.148617228395,9658.193506565818,4164.705787226441,7849.211598986155,2614.0028664513848,1087.9959444146164,7869.105597969776,17534.15910418512,118070.88396779427,OAS1_0394_MR1_mpr-4,17194.24612155117,104215.39967566678,8907.366544925339,382220.6584724622
1004,1385.0339292390356,1524.291922124387,1924.915901656629,1600.094918251635,149855.32034393703,78146.71500750797,95804.01110540207,43166.547794634134,9544.660512366183,12833.687344330798,6781.795653520112,8140.075584126002,3432.7438246221573,4912.78874900711,1619.9889172352564,790.614959607721,6723.828656481628,20368.024959403767,106160.55257628948,OAS1_0082_MR1_mpr-4,19265.966015707625,95804.01110540207,28423.036547875665,369102.9671426411
1007,1572.9979196360123,2136.889890826942,3018.7428457733413,2564.9538689572832,148847.58639542185,89992.9054022897,91464.03232713026,39996.54195658877,10189.500479421504,11052.145435349234,7801.877601404434,9295.29952510596,3599.784816088083,5868.3867001859,1987.6848984497801,1038.9469469205148,6318.745677177196,19662.81699543263,103594.56970738478,OAS1_0052_MR1_mpr-4,17426.45710968758,91464.03232713026,35966.63516247549,343220.87446494936
1009,898.3169541052587,724.0729630073314,1778.1119091568007,1607.9839178485884,157003.78297872425,99930.98689455612,93708.62421245474,50655.60941202025,10708.116452925571,15362.283215145599,7234.212630406266,10658.724455448993,4146.526788155201,6511.511667328839,2676.0858632795835,1133.957942066432,7557.661613881355,19625.7729973252,119814.69587870344,OAS1_0392_MR1_mpr-4,19166.153020807044,93708.62421245474,8132.186584529049,420376.31952310103
1011,1301.3419335148344,1392.579928853513,2630.123865627768,1890.2729034265294,126994.371511896,79274.15594990738,85375.09663821216,32507.823339185146,11207.524427410968,11381.082418543943,6613.725662106757,8448.08956838966,3466.357822904828,4534.116768353346,2229.842886078002,883.5679548587806,6459.375669992452,17930.667083927645,103326.34372108837,OAS1_0122_MR1_mpr-4,18377.59606109418,85375.09663821216,37472.06208556369,348315.1102046864
1014,2021.9848966974037,5157.004736530189,4953.948746904258,2613.316866486432,158344.56991022383,108956.68843343576,103324.97172115845,53521.717265591666,11525.828411148914,13388.661315977344,7079.519638309484,8548.931563237673,3745.902808622959,6891.555647912508,3077.0528427943013,940.8489519323118,7372.098623361713,21281.090912755502,122795.7087264044,OAS1_0260_MR1_mpr-4,21530.10890003325,103324.97172115845,100615.6148595787,431518.67395384156
1017,1146.3059414355764,919.5829530187852,1989.3998983621614,1485.5329241045724,146653.41550752136,91019.84734982354,82813.9157690621,40122.07995017507,10155.20048117388,14774.038245198857,6519.743666908269,9752.175501764304,4054.6027928515705,6404.152672813778,2775.212858215215,936.0469521776445,8115.379585387713,17912.145084873926,131982.62025704788,OAS1_0037_MR1_mpr-4,20819.412936342495,82813.9157690621,18676.692045813455,397374.7406982448
1019,1070.8459452908048,818.7409581707723,2131.4018911073226,1482.1029242798102,185605.52251747006,102270.24677504404,119212.38790947518,40955.22690760986,8959.15954227925,14907.465238382112,7521.303615738874,8912.854544644959,3603.2148159128456,5906.802698223239,2359.839879436495,1131.213942206622,7050.70763978148,23029.70482341935,126134.47055582807,OAS1_0099_MR1_mpr-4,17387.35511168529,119212.38790947518,14302.75626927651,421857.7364474159
1023,1010.4779483749875,1765.7639097876563,2177.7068887416144,2797.5078570761702,135101.51909770427,89272.94843907209,82081.26780649288,39390.80398753575,10998.980438065419,11622.89740618969,5724.326707545881,7743.567604383475,3098.318841707828,6623.3296616160915,2458.2808744071745,865.0459558050638,6485.100668678169,17913.86008478631,97552.28201608344,OAS1_0244_MR1_mpr-4,15775.598194029462,82081.26780649288,39744.77996945122,340566.3976005658
1025,1020.4249478667982,1031.0579473235614,1750.671910558702,1725.6329118379367,149143.25238031638,99385.6169224189,88041.23550199991,44636.988719509754,11115.600432107338,13236.02632377542,5903.372698398475,9955.574491372712,3865.609802507165,6484.757668695693,3171.3778379752657,866.4179557349689,7660.21860864175,20351.21796026243,113061.36922372886,OAS1_0114_MR1_mpr-4,17955.70608264841,88041.23550199991,16732.911145120634,377976.71968928375
1030,1156.5959409098634,1083.8799446249016,1978.4238989229218,1638.8539162714494,152883.6671892197,100279.1318767695,105162.07962730117,56055.11513616113,10635.057456658133,16896.5221367618,6341.726676003103,10510.548463019259,4096.791790696147,6032.683691792015,2586.9058678357624,929.5299525105961,8116.751585317617,20001.700978119152,138354.1879315264,OAS1_0319_MR1_mpr-4,21856.64488335063,105162.07962730117,9338.517522897966,457390.47663205897
1032,1172.030940121294,1909.1379024627224,2648.302864699008,2411.632876790406,143122.57368791103,97789.63800395699,96297.58808018538,35274.46119783846,11617.066406487593,13046.347333466063,6889.1546480351735,9343.319522652633,3969.1957972149876,6300.223678123479,2739.8838600201625,904.4909537898309,6834.960650803929,18341.581062934176,109583.00640143736,OAS1_0354_MR1_mpr-4,17453.554108303204,96297.58808018538,39163.394999154,374319.3108761397
1035,1163.7989405418643,1534.2389216161978,2400.3138773686906,1584.316919057728,174019.32610940526,122345.00674943063,115333.74410763392,62573.14380315702,12844.32034378756,16010.210182043207,8509.829565235385,10725.609452031858,4467.5747717529575,8346.904573559172,3625.852814756277,1201.1859386317738,8411.045570282227,22840.36883309247,142248.95273254404,OAS1_0160_MR1_mpr-4,23788.077784674304,115333.74410763392,21721.845890237466,514167.6067313326
1048,1258.123935722829,947.3659515993602,1835.0499062478557,2540.6008702014706,176345.20899057662,106130.3685778316,99442.2119195275,45853.60965735296,12625.8293549502,16298.330167323244,8159.969583109623,10214.882478124746,4173.623786770824,7102.157637152915,3225.5718352065114,1177.86193982339,7826.9166001252,20699.36294247581,139633.57786616276,OAS1_0076_MR1_mpr-4,18886.60803508891,99442.2119195275,11310.767422136316,402911.1034153936
1051,823.1999579429632,948.3949515467889,2346.4628801199215,2066.231894436838,160131.25681894255,119217.8759091948,108778.32844254813,54282.83422670643,11395.14541782547,16882.459137480273,7456.476619050866,9724.735503166205,3981.2007966016563,8015.223590504653,3106.5508412872578,1079.0779448702344,7957.942593431121,19608.965998183863,126347.47354494582,OAS1_0281_MR1_mpr-4,19821.625987319127,108778.32844254813,21618.259895529645,459850.47250637854
1054,1596.6649184268724,2874.339853150847,4567.387766653541,1615.8729174455416,151328.84826865495,62522.03680576806,98744.89295515331,44231.56274022284,7978.179592397219,12025.922385599264,7491.462617263442,7897.231596532827,3337.0468295112873,4814.34775403643,1359.6519305357942,659.2459663193231,6019.649692457919,18364.562061760083,105877.5775907466,OAS1_0110_MR1_mpr-4,17500.545105902445,98744.89295515331,44141.01074484912,330067.8541369332
1055,1136.7019419262417,1638.5109162889732,2469.59987382889,1475.928924595238,134421.00713247142,85895.77061161108,101253.93782696695,37987.934059207946,9302.845524720437,11801.25739707733,5705.118708527212,7129.94063573349,3057.8448437756324,5183.415735180859,1896.4469031111016,716.183963410378,6169.88368478251,18137.83907334329,95696.30911090452,OAS1_0201_MR1_mpr-4,16693.466147135867,101253.93782696695,41228.25489366094,386400.7992589001
1058,1326.0379322531232,1696.820913309933,4242.9097832310235,1802.8079078950896,132988.63920565066,83430.62973755438,86856.51356252702,36788.806120471025,10989.033438573608,14179.619275567544,6144.158686096792,8066.330587893612,3867.3248024195464,4099.192790573481,1658.0619152901186,580.6989703322654,7301.440626971607,17324.929114874612,115184.53911525676,OAS1_0316_MR1_mpr-4,18786.795040188328,86856.51356252702,57817.10604614155,357972.96071126976
1074,1091.768944221855,860.9299560153491,1692.7049135202183,1865.9199046707167,185444.65552568866,112979.04922793456,127549.34548354254,57765.999048752594,11373.879418911944,17319.441115154994,6382.200673935299,10010.45448856891,4078.612791624907,7370.726623431807,3043.43884451163,1064.6719456062326,8697.107555667408,22257.26886288287,142493.85472003208,OAS1_0385_MR1_mpr-4,21714.98589058794,127549.34548354254,9908.926493755946,507643.06106466963
1076,1382.289929379226,1500.2819233510506,2091.613893140079,1452.2619258043778,126506.28253683232,90926.89435457249,84352.27069046802,38689.369023371844,11132.064431266197,11432.532415915379,6745.094655395155,8375.030572122223,3472.8748225718764,5773.375705039983,2943.9688495935225,954.2259512488849,6132.839686675076,17450.467108460914,94560.9791689082,OAS1_0106_MR1_mpr-4,16434.501160366308,84352.27069046802,36759.99412194302,301165.9896135207
1078,904.4909537898309,760.7739611322886,2725.8208607386373,2220.5818865511433,164590.59959111607,109412.53541014668,115324.14010812459,50038.55244354549,12331.878369968066,16342.234165080203,6610.981662246948,11080.271433912287,4075.525791782621,7981.609592221981,3398.4438263745333,1225.5389373875867,8263.898577799922,23996.964774002336,119172.94291149042,OAS1_0101_MR1_mpr-4,21213.17691622521,115324.14010812459,6117.747687446123,445867.3922207699
1089,1389.1499290287504,1396.0099286782752,2447.990874932887,1833.3349063354744,143199.0626840032,92546.54027182527,84158.13270038647,37751.95007126429,11363.24641945518,12129.508380307088,6294.392678421384,7821.42860040558,3543.875818944457,5353.543726489072,2056.284894945027,941.5349518972642,6634.305661055332,20604.69494731237,125726.9865766463,OAS1_0155_MR1_mpr-4,19593.187998989953,84158.13270038647,33954.5972652699,339909.2096341413
1091,1421.3919273815166,1318.8349326211223,1984.9408985899702,2212.6928869541903,184079.51559543324,118729.78693413112,131025.3073059567,59980.06393563669,13746.067297717582,16180.681173333896,8936.864543418294,12171.354378169188,4878.14575077701,7437.95461999715,3223.5138353116536,1323.6369323757897,8642.22755847121,24267.2487601936,136946.17300346147,OAS1_0091_MR1_mpr-4,20448.286955303207,131025.3073059567,22650.003842818158,484869.2342281776
1098,1424.1359272413265,2485.720873005273,2895.9488520468494,2723.76286084378,171383.37124407545,106992.67053377684,110387.68436032662,53805.37825109951,14149.092277127158,14650.558251507413,8516.346564902431,10563.713460303075,4332.43277865732,7226.323630809313,3243.4078342952753,873.6209553669697,7058.93963936091,22045.294873712555,99808.19290082963,OAS1_0338_MR1_mpr-4,20933.63193050708,110387.68436032662,57372.921068834825,486139.7061632695
1107,864.7029558225877,829.0309576450593,2615.0318663988132,1852.1999053716675,189683.44930913002,116640.57404086838,134930.01910646615,58077.78603282348,11561.500409326443,17973.88508171965,9123.799533867843,12027.637385511647,4546.121767740015,6462.462669834738,3225.228835224035,1338.0429316397915,8634.338558874257,23206.349814394613,143996.5376432605,OAS1_0253_MR1_mpr-4,21613.1148957925,134930.01910646615,20108.71697265174,529948.6929250816
1111,1251.6069360557804,1260.1819356176863,1901.9349028307215,1512.629922720195,126470.95353863726,83317.43974333722,76136.0491102323,37218.58509851375,11794.397397427805,11977.21638808764,7095.29763750339,8513.945565025097,3565.48481784046,5824.482702428942,2454.5078745999353,1022.4829477616556,6288.561678719287,17433.660109319582,79530.03393683463,OAS1_0326_MR1_mpr-4,14754.830246180189,76136.0491102323,19919.03798234238,302327.0445542028
1119,1221.765937580348,1456.3779255940926,4607.175764620784,1697.5069132748856,145882.0085469323,84136.18070150798,95373.5461273944,52132.91033654539,9461.654516606934,12371.66636793531,6111.57368776155,7225.6376308443605,3002.964846579435,5407.737723720316,1590.8339187247766,706.5799639010435,6387.002673689966,18490.100055346382,110912.81733349773,OAS1_0003_MR1_mpr-4,17000.451131452097,95373.5461273944,44075.497748196154,362490.95648044674
1120,1200.8429386492976,1711.9129125388874,2639.0418651721498,161.89599172878277,125240.612601495,75157.81316021008,69293.1994598314,28282.063555077933,10615.849457639464,10331.502472166665,5749.0227062841695,7840.293599441773,3124.729840358498,5035.239742751125,2202.7458874623794,842.4079569616324,5542.536716833476,16701.012146750345,36487.995135839374,OAS1_0440_MR1_mpr-4,9944.598491933473,69293.1994598314,23810.02978355278,301634.1845896008
1125,1106.5179434683332,1019.7389479018458,2327.2548811012525,1789.0879085960403,142050.01274270786,102850.60274539384,100610.46985984154,48039.548545674,11005.840437714942,12248.186374243865,6865.487649244314,8269.043577537066,3365.1728280743387,6363.678674881583,2603.3698669946216,807.0789587665802,6728.2876562538195,18170.42407167853,108814.6864406906,OAS1_0241_MR1_mpr-4,16888.97613714732,100610.46985984154,23695.467789405724,377817.9106973973
1136,1116.8079429426202,1385.376929221512,1960.244899851681,1722.2029120131745,140170.37283873808,84979.61765841705,80074.37490902442,41686.84587023166,9164.959531764991,12242.012374559294,6321.832677019482,7617.000610849744,3216.310835679653,6079.6746893912605,2416.77787652755,826.6299577677257,7099.756637275583,17941.300083384405,103833.64069517073,OAS1_0322_MR1_mpr-4,18924.338033161297,80074.37490902442,24776.260734188334,380400.35756546084
1138,986.8109495841272,910.6649534744031,2364.984879173638,1973.9648991507306,156866.92598571623,111837.20228627117,107184.40752398105,57034.38008613078,12332.907369915494,16984.330132275714,7690.059607117182,10322.927472604759,4339.292778306844,7395.07962218762,3361.3998282671,962.4579508283146,8530.06656420148,21454.991903870956,124779.27762506447,OAS1_0074_MR1_mpr-4,21720.130890325087,107184.40752398105,12901.258340878616,473321.7968181326
1148,1682.7579140284074,3522.60982003093,4433.2747735053335,2403.4008772109764,142187.55573568083,100256.49387792606,101293.38282495172,39182.602998172675,11502.161412358055,14068.830281227718,8470.727567233092,9797.108499468692,4202.435785298827,7411.543621346479,3089.0578421809696,901.7469539300209,7965.145593063122,21830.91988466491,134721.4751171206,OAS1_0138_MR1_mpr-4,22684.303841065783,101293.38282495172,61594.56485315232,377938.64669122896
1152,1087.309944449664,709.6669637433296,1716.7149122935548,1411.4449278897057,144677.3926084758,94923.87315036805,86758.4155675388,53757.70125353531,10311.608473183043,12984.607336620342,6018.620692510491,8564.366562449104,3490.7108216606402,6195.608683468227,2375.9608786128774,1033.115947218419,6773.906653923159,17596.928100978268,117569.07499343154,OAS1_0109_MR1_mpr-4,18602.261049616114,86758.4155675388,16583.363152760998,371416.1590244608
1160,1238.9159367041598,1363.4249303430329,1759.9329100855603,1694.0769134501231,134987.64310352216,92252.24628686064,91619.75431917448,43970.196753575954,11653.081404647597,11139.610430880675,5806.303703357701,8400.755570807942,3291.0848318594717,6223.391682048803,2420.8938763172646,909.2929535444982,6625.387661510949,18198.207070259108,107718.45849669655,OAS1_0195_MR1_mpr-4,17861.724087449922,91619.75431917448,29278.13550418892,349913.4901230257
1162,1432.7109268032323,1455.0059256641875,3556.2238183136014,1914.282902199866,128194.52845058033,74090.05421476156,69122.72846854072,29221.197507097862,9895.549494439372,10788.721448807486,6543.7536656816055,9021.24253910745,3198.8178365733647,4195.575785649303,1744.1549108916533,805.7069588366753,6199.381683275466,16324.741165973915,100136.78688404185,OAS1_0056_MR1_mpr-4,15938.86618568815,69122.72846854072,39189.805997804666,307660.00828174327
1170,1186.4369393852958,1810.0109075270905,4078.6127916249065,2250.765885009052,133936.00515725004,86686.04257123632,88571.1704749257,39290.64799265268,10153.828481243976,10962.622439922938,4456.941772296193,7370.040623466855,3080.1398426365877,5561.744715852146,2187.996888215901,661.989966179133,6204.526683012609,17654.89509801675,111057.5633261027,OAS1_0363_MR1_mpr-4,17391.81411145748,88571.1704749257,39679.60997278074,321093.9455954075
1180,1315.40493279636,1047.1789464999445,2092.985893069984,1729.4059116451754,155670.19904685667,103067.72173430127,104226.37567510601,49077.123492664614,11409.894417071948,14723.617247774851,6877.835648613458,10245.752476547606,4137.265788628343,6619.89966179133,2887.373852484944,1000.5309488831767,7443.099619734293,23006.723824593442,114636.76814324221,OAS1_0331_MR1_mpr-4,19040.958027203218,104226.37567510601,16484.57915780784,443540.4803396511
1182,1114.0639430828103,787.5279597654348,1816.527907194139,1676.240914361359,161485.7637497412,93315.54623253699,101606.88480893499,51524.77136761502,10257.071475969322,15506.000207803143,7660.21860864175,9756.977501518973,4078.9557916073827,5726.727707423215,2220.238886568667,963.8299507582195,7305.8996267438,18655.083046917454,125887.16756846271,OAS1_0413_MR1_mpr-4,18545.666052507535,101606.88480893499,14455.391261478435,421549.0364631873
1185,1072.9039451856622,935.0179522302158,3016.3418458960077,1504.054923158289,136369.5900329189,78157.34800696475,92558.54527121194,47278.431584559235,8687.160556175597,12956.138338074812,6093.051688707833,8824.017549183614,3928.378799300316,6452.858670325403,2261.741884448292,941.191951914788,6905.618647194033,19473.48100510575,106766.97654530748,OAS1_0046_MR1_mpr-4,18360.10306198789,92558.54527121194,18120.68907421948,399414.21859404846
1188,946.6799516344078,1050.2659463422306,1242.3459365289223,1992.4868982044475,178721.51286917203,110659.68334643028,107358.3085150965,52064.653340032615,10220.713477826841,15017.225232774508,8077.3065873328505,10941.356441009411,3964.3937974603205,6981.4216433212805,2822.2038558144595,1034.1449471658477,7946.623594009405,18442.08005779971,133519.94617850636,OAS1_0442_MR1_mpr-4,18596.773049896492,107358.3085150965,9770.354500835547,397409.72669645736
1191,1002.588948778034,1417.618927574278,1804.5229078074708,1474.2139246828567,134484.11912924706,98189.57598352428,93663.34821476789,46145.84564242271,10225.858477563985,13147.532328296553,6167.1396849227,9248.308527506717,3544.5618189094093,6772.191654010778,2959.4038488049528,876.7079552092559,6953.981644723182,17600.358100803034,113643.09719400856,OAS1_0289_MR1_mpr-4,17234.720119483365,93663.34821476789,19389.44600939907,357347.6717432156
1192,1161.3979406645308,980.2939499170787,2372.530878788116,2141.348890599133,188476.77537077857,116819.96303170343,120868.04882488796,52226.892331743875,14542.170257044923,17876.130086713925,9943.569491986043,11564.930409151206,4891.522750093583,8359.595572910792,3565.8278178229357,1323.6369323757897,8849.742547869331,23464.28580121674,133392.00718504272,OAS1_0396_MR1_mpr-4,22912.055829430003,120868.04882488796,11143.383430687913,479945.4694797312
1193,1140.1319417510042,1007.0479485502251,1477.3009245251428,2774.5268582502626,183595.54262015928,124199.95065466211,124906.53061856315,60913.709887936995,11433.561415862809,17133.535124652873,7744.939604313379,11263.433424554594,4610.26276446307,7550.80161423183,3273.93483273566,1124.6969425395737,8192.21158146239,25906.788676430006,133035.63020324992,OAS1_0163_MR1_mpr-4,18725.741043307557,124906.53061856315,18499.361054873243,474722.2657465831
1200,1374.7439297647486,2247.678885166766,2044.622895540835,2550.5478696932814,170014.45831401277,112361.64925947734,116879.64502865431,48026.51454633991,11425.329416283377,15945.3831853552,6882.980648350602,9895.206494456896,4472.376771507625,7424.920620663052,3392.2698266899615,1092.1119442043314,8744.441553249128,22057.98587306418,135518.2640764129,OAS1_0456_MR1_mpr-4,21163.098918783682,116879.64502865431,34379.23124357548,460479.1914742575
1204,1119.8949427849063,930.5589524580247,2140.6628906341807,2642.128865014436,177034.2959553714,105086.27663117394,111929.1262815748,52290.347328501986,11029.85043648828,16976.44113267876,7202.656632018452,9719.247503446586,4230.904783844355,5735.645706967596,2575.5868684140464,1014.250948182226,8036.832589400655,22084.053871732372,115341.2901072484,OAS1_0045_MR1_mpr-4,18656.455046847357,111929.1262815748,11226.046426464685,461000.89444760385
1205,1101.7159437136659,959.0279510035522,2065.8888944543614,1950.6409003423466,143090.33168955825,98544.58096538718,99397.96492178805,45994.58265015069,9921.617493107566,13749.840297524821,6455.94567016769,9082.296535988218,3840.5708037863997,7199.2266321936895,2834.2088552011273,822.8569579604871,7858.4725985130135,19491.660004176985,120746.2838311089,OAS1_0204_MR1_mpr-4,20050.749975613253,99397.96492178805,19324.276012728587,414171.7928400885
1209,990.2409494088896,901.746953930021,1395.3239287133229,1765.7639097876563,139000.05689852915,91146.07134337479,89118.59844695777,46431.22162784293,8238.516579096682,14105.874279335152,5295.919729433064,8897.762545416004,3510.2618206617863,5870.101700098281,2691.5208624910138,744.6529619559055,6941.976645336514,17999.26708042289,120062.3418660513,OAS1_0136_MR1_mpr-4,18563.502051596297,89118.59844695777,11058.662435016282,373730.379906228
1211,888.3699546134478,915.1239532465942,1678.9849142211688,2122.4838915629402,171796.6862229593,111797.07128832146,116417.9670522413,49660.22346287421,10661.468455308803,15437.400211307895,7319.276626060372,10504.031463352212,3902.3108006321218,6665.518659460669,3011.882846123817,1108.5759433631906,7554.231614056593,20431.136956179398,131018.79030628965,OAS1_0014_MR1_mpr-4,20840.67893525602,116417.9670522413,11918.563391084204,437387.06065402745
1213,1525.3209220718156,1890.2729034265294,2587.248867818238,1323.2939323933135,138012.21694899758,90195.61839193315,89271.91943912464,41253.97989234665,10833.654446511873,11748.778399758467,6252.889680541759,7901.347596322543,2959.4038488049528,6491.960668327694,2372.1878788056392,915.8099532115466,6190.806683713559,17242.60911908032,99655.90090861019,OAS1_0161_MR1_mpr-4,16851.58913905741,89271.91943912464,39158.592999399334,333827.4769448552
1216,933.3029523178346,828.0019576976306,1615.1869174805893,1669.0379147293581,183229.9046388396,118783.6379313799,120772.69482975957,54142.890233856124,12642.636354091534,17674.789097000375,9308.676524422533,11946.689389647254,4761.182756752614,7513.414616141921,3436.8598244118716,1246.1189363361607,8244.347578798777,22891.475830481428,153356.66416505445,OAS1_0448_MR1_mpr-4,22024.02887479903,120772.69482975957,7864.989598180062,463214.9593344879
1228,796.1029593273407,617.7429684396986,1288.6509341632136,1651.54491562307,137105.6679953129,101793.47679940207,99538.25191462084,44710.73371574214,10467.330465227255,13193.837325930843,6775.62165383554,9664.36750625039,3822.391804715159,7130.96963568092,3118.21284069145,1030.7149473410852,7326.822625674849,19629.202997149958,120730.50583191498,OAS1_0401_MR1_mpr-4,19369.895010397926,99538.25191462084,9126.543533727652,409519.68407776323
1230,1620.3319172177328,1559.6209203194392,2801.966856848361,1870.378904442908,144110.41363744257,88698.76646840686,99286.1469275008,41106.489899881875,11688.067402860173,14229.011273044121,8894.332545591242,9356.35352198673,3893.39280108774,6566.391664525037,2832.493855288746,920.2689529837378,7126.167635926252,19219.31801809086,116075.65306973002,OAS1_0301_MR1_mpr-4,21417.60490578105,99286.1469275008,45800.444660069144,403947.64936243684
1236,1106.5179434683332,822.1709579955345,2230.5288860429546,1848.4269055644288,165787.3265299757,111571.03429986961,120597.7648386967,51519.96936786035,11269.264424256691,15907.653187282813,7331.28162544704,10996.236438205608,4549.551767564777,7175.216633420354,3031.7768451074385,1098.971943853856,8139.0465841785735,23229.673813202993,137561.8579720063,OAS1_0283_MR1_mpr-4,19968.772979801433,120597.7648386967,10462.18546549011,447181.7681536188
1237,1390.1789289761793,1901.9349028307215,2910.6978512933274,2014.7818970654025,154818.53009036815,101619.91880826911,110251.51336728355,48902.53650158421,11569.046408940922,14446.130261951577,7455.104619120961,10610.70445790232,4011.041795077089,7246.2176297929345,2598.91086722243,824.2289578903919,7499.694616842871,19630.91799706234,117650.70898926088,OAS1_0389_MR1_mpr-4,18943.889032162442,110251.51336728355,34077.391258996395,477818.8695883786
1238,1390.1789289761793,2869.880853378656,2733.366860353114,2730.2798605108283,129157.32940139114,86819.12656443712,87813.4835136357,38021.8910574731,10409.020468206294,12213.543376013766,6437.423671113973,7690.402607099658,3333.2738297040487,6831.873650961643,2638.6988651896736,775.865960361243,6450.114670465593,17124.617125108492,118637.51993884501,OAS1_0001_MR1_mpr-4,17709.432095230473,87813.4835136357,53226.05128069715,318301.239738086
1243,1045.120946605087,888.3699546134478,1480.7309243499053,1540.7559212832464,142719.89170848392,90351.68338395984,86110.4886006412,40591.98992616752,11449.339415056715,13207.557325229893,7081.920638186817,9129.63053356994,3381.636827233198,5995.982693667059,2780.0148579698825,951.481951389075,6380.828674005394,16830.666140126363,107535.63950603674,OAS1_0096_MR1_mpr-4,16064.404179274452,86110.4886006412,37227.84609804061,348700.2991850072
